Name,Review_Date,Review,Owner_Response,Response_Date,Response
Abhinandan R,6 years ago,"I don't recommend this place, cause they're just not consistent. Why??? Read on.. …",,,
Ronald Rex,6 years ago,I had great experience at Marathahalli branch. Having the same Expection i have taken my family to J.P  Nagar Branch. However it was a disappointing experience. The food taste nothing other than chilly powder which forced me not to taste …,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Parikshith 8B,4 years ago,"The most  worst hotel we found a many Cockroaches in the food and there were no response against that the management was very cool and we were very scared not even single excuse from their site they are very calm, there was no hygiene no …",,,
Sharath Kini,3 years ago,I had opted for a veg buffet and all the dishes including the main course was less in Salt and spices. Mainly they were not served hot. The only good thing was roti and egg bhurna. In the deserts section there were no one to place order for …,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Anushree B,3 years ago,"The quality and standard is drastically reduced...I visited today 3rd Oct 2021 ,Sunday after 2 years due to covid...but I was just not happy today...
1) No sauces/mayonnaise kept on the table...when asked for it, he is picking it …",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
janma janu,a year ago,"We tried for the first time, barbecues are 0 cooked and not hot, sweets are not good. We were sick for 2 days after the dinner here..
Overall not recommended for families..",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Saurabh Bharti,6 years ago,"Spoiled our bday celebrations by feeding us egg cake sheepishly. They do not know vegetarians don't eat egg. Surprisingly, right from top to bottom staff believes many vegetarians eat egg so ""chalta hai"". Food is ok and if you have infinite …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Viresh Srivastava,a year ago,"Worst customer service, they clearly asked us to leave just because we wanted a different table instead of where they seated us",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-301684) on …"
Chaithra Murthy,3 years ago,Terrible place. We had booked a table for 13 people and informed well in advance that we'll be late by an hour almost and they were fine with it. But after reaching the restaurant they just didn't let us in. Avoid this place. The person who called spoke so rudely,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Rajat Varma,3 years ago,"Poor dining experience. Starters were bad in taste and the main course was average. Yelhanka branch is better. Dessert was really bad, poor quality icecream.",Response from the owner,3 years ago,"""Hi ,

We regret the inconvenience you had faced and request you to share your contact …"
Mahesh Patle,5 years ago,We had lunch yesterday with 13 people and we got cockroach in one soup after telling one of the staff he just casually said it’s normal mistake while walking n went away. Staff is not much concerned like it’s just small thing for them. They …,,,
surender sundu,5 years ago,Am new to Bangalore and wanted to try AB's as this kind of cuisine is popular in Hyderabad and also because my family insisted. Reached to this place after an hour of journey through exhausting traffic.i used google maps. There was …,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Lokanand M,5 years ago,"Totally irresponsible response, I had booked the table at 1PM, and got a call from  staff saying you have booked at 12pm and you have not arrived. They should be more responsible and carefully listen while they take the booking.   Never recommend such irresponsible  restaurant",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Danney Antony,6 years ago,"I am giving one star not because of the food, but for the staff. (The branch in BTM layout)
We were 4 people who had the buffet there... and once we asked for the bill …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Naga Raju,3 years ago,I booked here 2 times it was good but today also we booked but this time it is not good things got changed and the service also not good and  we ask chicken biryani and panipuri but  it is already  finished and there is no proper response …,,,
Vasi,6 years ago,"Food was good but 1 star purely based on pathetic service.

They should learn Service from Barbecue Nation especially Barbecue Nation Mysore …",,,
Niranjan,4 years ago,Food is great but overcrowded place .. most of the people will be for team lunch from office.Visited this place 4 times previously but today i.e November 8th 2019 felt worst experience..as one group who had come for lunch celebrated …,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Imran Mohammed,3 years ago,"The place was crowded like hell and unorganised, I had taken my relatives for dinner but the experience was bad the only good part is the waiter tried his best to provide a better Serives the ambiance is not a right fit don’t don’t take your guest and be embarrassed",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ridaex Information Systems - INDIA,5 years ago,"Deserves 0 stars,  No hospitality, Staff behave with bad attitude.  I really don't care about food. Every one deserves a bit of respect not bad attitude. Please mind, we are not coming to this to eat FREE.   By the way my name is Naveen Srinivas, CEO of Ridaex Information Systems. Indian 3rd largest LED Television Manufacturer's.",Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Hari,a year ago,The food was very normal and the meat used for chicken which where spoiled and had a foul smell. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-281244) on …"
Vanita Devi Simhadri,5 years ago,I had extremely bad experience with Absolute Barbecues BTM. Food is worst mainly fish and chicken and the main course was not good. When we ordered AB's exotic meet section nothing was there. Terrible experience with AB's BTM …,Response from the owner,5 years ago,"Dear Guest,

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Vamsi Krishna,2 years ago,worst service and  food is not heat we have ask them them servel time to get any thing all briyani and more salt unable to eat waste of money,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Bala Daggubati,a year ago,"It was the worst ever service I have ever received. Big disappointment on new year day. Thanks for realising that ABs is not good as I know. We have been cheated, disappointed.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
LP G,4 years ago,"Worst experience of all times, every dish had too much salt, bhindi was too hard, wish grill added no value, paneer curry was like running salt water and garlic naan was too oily nd had no garlic at all.. pathetic maincourse options. I would suggest you all to choose other place",,,
Dominic Ash,2 years ago,"Pathetic service, none of the waiters are courteous, they have no manners, extremely poor table service, waiters don't respond, behave arrogantly. Even plates and spoons were not available. Horrible place, will never visit this place again.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arjun L,8 months ago,Worst ever feedback team! Rude Manager with attitude.. Manager thinks he is owner,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(   ZLCT-351069  ) on …"
Chaitanya Gopinath,2 years ago,Don’t know why people go gaga over this place. They serve fried starters and call it barbecue. Vegetarians have less than 3 starters. Extremely noisy and not for family time.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sunny ahmed,3 years ago,Quite dirty. Ambience more like a local pub. Food quality nor up to the standard. Served stale meat.....Plz live up to your reputation. Not worth the money spent.,Response from the owner,3 years ago,"""Hi, Sunny Ahmed,

We regret the inconveniences you have faced and request you to share your …"
Sunil Kumar,2 years ago,"Food and service was pathetic, keeping everything on grill even after saying no to some of grills
For basic starters, we need thi ask them to serve r else doesn't even bothered …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kavya U,2 years ago,"Had a bad experience, quality of food was bad, service was bad, no respect to customers, not at all worth for money , will not visit ever again nor I will recommend to others",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sangeetha P,3 years ago,"Very slow service of grilled food items,we had to wait longer time to get refill. Most of the times ,items in the buffet were empty. Dessert section was empty all the time. Highly disappointing. Never going to visit this place",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Nihal Antony raj,2 years ago,Very bad experience worst....guy insulted me showing call recorder....very arrogant behaviour by manager..... barbeque nation was very good in behaviour to customer but here spoiled the whole family party enjoyment,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jinu Pappachan,4 years ago,Wanted to give half star not possible . Sincerely don't know how they got 40k good review . No taste at all starters are sincerely not hot taste also not good so crowded during this time they are just taking orders or booking I had booked though still so much waiting,,,
sunil tiwari,5 years ago,"Banged my car front bumper during valet parking and they don't have a cctv also.
Now they are shredding their responsibility for the same. …",,,
Atla Anvekar,3 years ago,"Please here taste okay okay not recommend only barbeque🍢🍖🔥, desert,some Curry🍛 is good but biryani one of the worst and live counters food not that much good and staff is good building lift or not maintenance see this photo out of 10 only 2 …",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Richard Samuvel,2 years ago,"#worst service,#ChickenWings r'not proper boiling
#They gave less than the items in the menu
#Not up to the mark & Chennai Bbq was better than Banglore.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sushree D Silpa,3 years ago,The stater given was fully burnt and i got a hair in my kulcha...the food taste was very bad..less option in menu compared to barbeque nationa..also complaint to the restaurant manager about this,Response from the owner,3 years ago,"Dear Guest,
Thank you for sharing your feedback. We are sorry that your experience was not an amazing one, we strive to provide the best experience we can for our …"
Neel Shetty,4 years ago,Slow Service... Anything You ask for is acknowledgd but nobody turns back... Staff is good but I guess less staffed in numbers n whenever it's a table serve man power shd be sufficient n not under staffed,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Nithin Alagiri,2 years ago,Booked the table via zomato for 3:30pm  but upon reaching denied entry.  Travelled 15kms just because booking was confirmed.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
darpan shivhare,2 years ago,The staff is rude. Also this AB is not managed proper. We have named it Absolute Bakwaas among our friends and family.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
christina roopa,3 years ago,"Very untidy, extremely crowded, poor management.... No food, no plates as well.... Need to wait long to get a plate, leave alone the food.... Above alll food is average",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Robin D'Cruze,3 years ago,"Service is very slow. Starters are done in same Masala and you can't find the difference between chicken and fish. Very importantly,  seating arrangements is very nearby next table",,,
Vijayalakshmi Kashyap,10 months ago,Veg options were not much.. taste was also not great,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-335753() on …"
Vibha Shreni,2 years ago,Waste of money. Name is barbecues but all grilled items were cold. Service is also not good.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kusuma Prakash,2 years ago,"Unhygienic with worst quality food and a bad service too, expected something like barbecue nation but not worth the money...",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ankit Khandelwal,5 years ago,Over cook [ or burn] anything and wrap it around with red chilli and green chill sause without any taste and voila you  got the food in ABs. Not sure why is it so famous.,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
gowtham kadali,2 years ago,"Worest experience.
Staff is not supportive to resolve their transaction issue.
They are blaming us and get payment twice from us.
They just ruined our day.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
MOHANISH PILLAI,4 years ago,Advance booking system needs high level improvement there focus is on volume if u want seats for 2 its denied saying its booked for evening,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Abhimanyu J.S,6 years ago,"Unhelpful and arrogant staff. Even after having booked the table before, we were not given one. The manager didn't even offer an apology.",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Theras Raj,3 years ago,Very worst items and not hot and not steamed well and very tasteless...we all had a worst time...worst mangement,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Susheel Kumar,5 years ago,Very Bad taste.. Food not cooked properly...Not worth it... Will not go back again,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Amit Kulkarni,8 years ago,recent incident of restaurant refusing to sing Kannada song has totally pained us. Is the restaurant not in karnataka.. take away the license of this hotel.,,,
Vijay Kumar,6 years ago,After doing advance booking I haven't got confirmation they called me by 9:45pm & asking can you please it's confirmed  service is too bad i Will Tel  other not visit this place,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Arun Selvarajan,2 years ago,Poor service. Average food. We had to wait long to get the starters served.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shivashanker patil,10 months ago,Worst food I ever experienced,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-333643) on …"
Sandeep Sagar,8 years ago,A little respect towards the local language would be great. Food is good. Almost similar to Barbecue nation.,,,
Yashas Reddy.P,8 months ago,Worst service ever I have seen.,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-350435) on …"
Moin Khan,4 years ago,The manager was egoistic and his bad behaviour. The others AB's in city is best,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Mamatha Shetty,7 years ago,"Very unprofessional,they pick up the call and disconnect when called for reservations not once but every time",Response from the owner,7 years ago,"Hello Mamatha Shetty
We sincerely apologise for the inconvenience we humbly request you to please share your contact details on 8088022241 We shall connect in no time. …"
Vinod Raghu,4 years ago,"Worst ambience, service, food, taste..never visiting again",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Balakrishna Bali,2 months ago,Too expensive,Response from the owner,2 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no & name with this ticket id -(     ) on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sarvesh Reddy,5 years ago,Worst.. no proper service and very very conjusted dont go,,,
Ramesh Kalluru,7 years ago,this is stupidity  restaurant  don't go service charges  to much,,,
V K Yadav,4 months ago,"I had ordered Chicken Biryani, Mini Chicken Biryani and Bhej Biryani from here, in which Bhej Biryani was completely stale and smelly and was not in eating condition at all. I informed Zomato about this but no proper response came from …",Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-384024) on …"
ಹರೀಶ್ ಡಿ,8 years ago,"Those who do not value Kannada in Kannada Nad, do not deserve to be in Karunad..
Get out from our karnataka.....",,,
Anvita Naveen,8 years ago,Kannada music hakalla Andre namage neevu karnatakadalli bekilla...hogbahudu,,,
Manasa Chandramouli,8 years ago,Kannada haadugalu haaki illa andre illlinda tolgi,,,
raghavendra kr,8 years ago,Play Kannada song while doing business in Karnataka,,,
Dawn Josant,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Murali Mohan Reddy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
R.Naveen Raj,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
gami krishna,2 years ago,rubbish,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhijeet Palod,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
sandeep reddy,7 years ago,rubbish,,,
Laxmi Joshi,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
preethi sindhe,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kumar Anubhav,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
manjiri naik,2 years ago,,,,
Anand,2 years ago,,,,
prasana kumar,2 years ago,,Response from the owner,2 years ago,We regret the inconveniences you have faced and request you to share your contact information at celebrations@absolute-barbecue.com. We shall connect with you in no time and assist you with the issue raised. We assure you that this won't …
Rohon oyo sing,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
PAVAN KADAM,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Raghu Chandra Sai Atluri,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mr Sujan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
rohit jalan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rakesh B M,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vijit Menon,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Gokul Prasad,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
srinivas thammaiah,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Santanu Mondal,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Charan Raju C R,8 years ago,Need Kannada.,,,
Noor sANIya,a week ago,,,,
sumaya thabassum,a month ago,,Response from the owner,a month ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-390912    ) on …"
Raj Jajoriya,2 months ago,,Response from the owner,2 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-389669) on …"
Sai chandana Kurapati,3 months ago,,Response from the owner,3 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-385643   ) on …"
Dhanabal Thangavel,3 months ago,,Response from the owner,3 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-385479) on …"
Asif,4 months ago,,Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-384639   ) on …"
Vidyashree Naik,4 months ago,,Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-383583    ) on …"
Harish Raj,4 months ago,,Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-382866) on …"
Sangeeta Sinha,4 months ago,,Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-382714   ) on …"
khyati kumar,4 months ago,,Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-381481   ) on …"
Harish Pai,5 months ago,,Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-380561) on …"
Sunil Yadav,5 months ago,,Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-380060) on …"
Soumen Bhattacharya,5 months ago,,Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-369295) on …"
Ck Reddy,6 months ago,,,,
Sajan Vijayan,6 months ago,,,,
Magesh Babu,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-341267) on …"
Aditya Sawant,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-333645) on …"
Argha Kamal Purakayastha,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-330346) on …"
Chandan Gaigaria,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-324411) on …"
VISHWANATHA B,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-323880) on …"
Vaiva Graužinytė,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-322058) on …"
Subhadip Bal,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-321847() on …"
Ezhilan R,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-320905) on …"
Meghana M,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-309031) on …"
Gowtham VenkatRaj,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-308465) on …"
Chinmaya Prasad Sahoo,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-306104) on …"
Shajahan Shaikh,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-301197) on …"
Pooja Palur,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-275505) on …"
Narasimha,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-263993) on …"
ashwani singh,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-263777) on …"
W A,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-253875) on …"
Nataraj Shruthi,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vikas Sahrawat,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Prateek Kumar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
sudhir kumar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
muskaan barakoti,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Manashi Mandal,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kavya B T,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Salil Sharma,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Prekshani SM,2 years ago,,Response from the owner,2 years ago,"As per your valuable review, we really apologize for the inconvenience caused. Could you please share your contact details on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution as you are our precious customer?"
RAJU SHARMA,2 years ago,,,,
Sandeep Kumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Orange unisex salon,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Balu Kundiya,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Samson Arokia,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jhanavi Umesh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhishek Bansal,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manjunath vazhi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
biplab ghosh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
