Location,Name,,,,Review_Date,Review,,,,,,,,,Response
https://lh3.googleusercontent.com/a/ACg8ocKrgKwwQW6FEed0Y4mw0oXRmmoXf9TaYow_U1lpgwf5WtCvJw=w72-h72-p-rp-mo-ba2-br100,SANCHIT SHUKLA,,,,2 years ago,It was not a good experience. Food was ok. service was pathetic. It was like I am in a wedding in which food is over and I am late. I will suggest its not worth for 500 rs.,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKPnOxvji_YbxVXPQ4UgVsJJarV9RoFLGd7zpulKs03ltkltA=w72-h72-p-rp-mo-ba2-br100,Himanshu Bansal,,,,2 years ago,"Very bad management. No cordination between. Food was also average. It is good if you are going first time to experience bbq. But overall. Very poor service, food and ambience.",,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKR7fF4BVSoILOcxKwa9eiuD00QIgh8HEH1ioicvBwQSPKxQ693=w72-h72-p-rp-mo-ba3-br100,yaswanth kumar,,,,2 years ago,"These days the service and it was worst .
The food taste and standards were so low and dropped from intial days to 2022. Its very disappointing and frustrating to have a experience like this.",,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW08Rm8Dy4jGOA7C97zDB7iH8bBkG5lji0daFxw8mQjmLMEYwikqg=w72-h72-p-rp-mo-br100,kushal subbu,,,,5 years ago,"Wrost Servicing, no such varieties in Veg and that to very bad taste what they have served in Veg... Not spacious very conjsted.. Only one main course for both Veg & Non veg.. Too much disturbance can't even speak with next person who is …",,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjU997lyXid1BwdMkkk_hRHLOxvilsDaKL1pwUBNtniEosE70sFNig=w72-h72-p-rp-mo-ba2-br100,Supriya Barman,,,,5 years ago,"Plz guys ...the food is too worst , I just came out and giving feedback, staff are very good and supportive but the food starters yakk, biryani was good , ice creams will spoil the whole fun worst, we were having drinks and went to dance …",,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLK5Xy3hu07tWbkmzUSvqqu1Owathf3pVXxerw2gOc_HlQcUQ=w72-h72-p-rp-mo-br100,tapobrata bardhan,,,,2 years ago,"Bad food, terrible service. All starters were bone dry. Service was pathetic. Only good thing was the pan ice cream. We were a party of 12 and got the worst possible treatment. Avoid.",,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUeKFYcuWGVSBdSgyiyhxLsL_TlN7-u4DHhSl8zy-5WYVJ6rMIn=w72-h72-p-rp-mo-ba3-br100,sweet anu,,,,2 years ago,It was a bad experience. Ambience was poor. Spread was limited. Desserts were very limited. Place wasn't well maintained.,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXpktI_13rz1G17J5u2RcTxFjs-AFr2l5kIjeI3m073A7jHDTfE=w72-h72-p-rp-mo-ba2-br100,Varshini Dasari,,,,2 years ago,The food was stored food ...not fresh one..the taste itself is showing that....service also not at all good..i suffered alot with vomiting after eating there.,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a/ACg8ocKFowC1wIQkf4MPlTgsiWGpCeJVlwYlbbkhLTAobitevkxn1ek=w72-h72-p-rp-mo-ba4-br100,A.R. Prabhu,,,,5 years ago,I visited them last Wednesday and suffered stomach upset for the next three days. The chicken kebab they served was burnt and I realized that it was probably the leftover/stale meat that was reheated and served. The taste is nothing to talk …,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjWuQhoaI0bq5zOnTTK9Ci-gAvhINOtMicx191WPTfRVPGMhx7LkIQ=w72-h72-p-rp-mo-ba3-br100,sai bharath,,,,5 years ago,"I am writing this, sitting right in the restaurant, they have more noise but pathetic food, very pathetic food quality.
Chicken tikka is not cooked well. No food is of good quality. …",,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJqByZdlNa34dYvQTW7nhHlL23CUYihjT5nfANYlaQ-TjDOJw=w72-h72-p-rp-mo-ba3-br100,yash jain,,,,6 years ago,"The taste of AB's has drastically gone down.The starters for instance have no taste at times,panner is not marinated properly and the non veg starters are not great either.The buffet does not have too many varieties as it had before.It has …",,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWuWaKcA6vKZqHTF5q7-meGQ8UGmt4r_mRU6-zkQEAsgewoLQaV=w72-h72-p-rp-mo-ba3-br100,Shyamli Gupta,,,,5 years ago,Went here with lots of expectations... Bad food and bad service. Staff makes stories for not serving specific items for his knows what reason. Didn't like it. Had to leave before completing the meal.,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXZSp8nn8SfFWD55REJMq7JvAVl5t4stQ2tPgiMQPt3ZutqHveKKw=w72-h72-p-rp-mo-ba3-br100,Bindupriya Vaaldhaasi,,,,2 years ago,"Please have some time sense
Too much waiting
Ppl like us with busy time schedule can't spend this much time on waiting, no …",,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKoDOSi6g7THxDH6hOsZH9pfptgvg487WTMNQKbmb0LeqsvhfYf=w72-h72-p-rp-mo-br100,Sai Narayana,,,,a year ago,"Worst place for bbq in hyd,, this location always accepts more than severvable capacity and cannot manage the crowd efficiently as a result.",,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjWuVZRRIEHJj-KJVtca5X9QWJ6TlSF7LYSOkwNIXuYzbz7RucDb=w72-h72-p-rp-mo-ba3-br100,Chinnu Pawar,,,,9 months ago,"Hey brother, what a wonderful taste this chicken has cooked without hurrying??",,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-337348) on …"
https://lh3.googleusercontent.com/a-/ALV-UjWn5AceWnCSMdT6Uc4pbAAHOFwUMood4nMe_KFetxtlGKIGS5Ne=w72-h72-p-rp-mo-br100,Shivlaljat Laljat,,,,5 years ago,Shiv Lal Jat,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a/ACg8ocIr1v5jOd5JHYOlTP-QsZvpFYCu91j1uNu5E0NOZdUCZmmr3w=w72-h72-p-rp-mo-ba2-br100,shashank reddy,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a/ACg8ocKpjkJY822b1ay9EU_v0WNNHJHSb2GOmFcWts82jL8jet83FQ=w72-h72-p-rp-mo-br100,Rithik Bansfore,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjWrJAiAfptMrZQ-w24npOBxDzZa0jCXc1k6HN8_Rj7pyNqbyOcazA=w72-h72-p-rp-mo-ba5-br100,Rakesh Patel,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a/ACg8ocLftpVfXjvd4PWjTugOQz_Mho1mtsIr-dCEH1CFt0cl7WmCeA=w72-h72-p-rp-mo-br100,Nithin Reddy,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjUcsoA8kRDPVnHAYbZtZcApaQSnU-EMhwr6htmDbfwDfzl_vXpX=w72-h72-p-rp-mo-br100,manne ajay,,,,4 years ago,The barks,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjW8p3Z9t4k_bTu0GhvVcE09lnupVqKjEPI7f3V9c4Cp3Ze2XURo=w72-h72-p-rp-mo-ba3-br100,Nigel Pasanna,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjXtApOrxgSRmsnUdIY2BCNtq0hOw051a6AxbINfTi88P_f9w5NeMA=w72-h72-p-rp-mo-br100,Sai Kumar Pilla,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjXXGr8o36sUmDPFuc0JB3l2czNHX8D85vX9L-pa3GhG1vb5NE08Hw=w72-h72-p-rp-mo-ba3-br100,Sreekanth Reddy Bodeddula,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a/ACg8ocIils6q6bjicIGQbMb5Z3MbzYjKJ18g37-aowXooeK2BZ4wVA=w72-h72-p-rp-mo-br100,TUSHAR RAINA,,,,6 years ago,fuddu,,,,,,,,,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
https://lh3.googleusercontent.com/a/ACg8ocK8ENGhwVtg2wl1Ik4D-p_lk3qe9_IY0p57As44Zu7YJyUjrg=w72-h72-p-rp-mo-br100,Raju Vishlavatha,,,,4 years ago,Normal,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLzkkuO1spR2nZGWIukA98EMqcyO-_-x2o1rdy7sAzn4zTpmkQ=w72-h72-p-rp-mo-br100,Roshan Kadasani,,,,2 years ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjVIO39Mz6B1hFKpzi4vm3d8Fha6MPDq0NZH690St2f-hE37C8Nqzg=w72-h72-p-rp-mo-br100,Danda Anvesh Chowdary,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJ_YYtQJzoCdZ4B9CHOMNd7wPRhuBnnp5KtnFYBgxys5boqGQ=w72-h72-p-rp-mo-br100,sai sandeep chittaluri,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUgtt0hq4AyY9HlejGW2dPCyxVUHt5Psx1LGI_6KavJVhohx58=w72-h72-p-rp-mo-ba3-br100,Stay Kirrak,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW47Jm2c5EVo2Xeb4z0Marq51_tTg5dUAFfhT2FH7qkzxO57yTswQ=w72-h72-p-rp-mo-br100,suresh kumar krishnamurthy,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWegfYUVRqpgXyEFpmBR-Wd8pA1GwVom4ZC852qGYloSl9ORgNX=w72-h72-p-rp-mo-br100,Kaushik Srinivas,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJmQ2-ru5FrKuWdDmlqSMGWY7f3ym5CK5u_6ZLMRSdHCoywaw=w72-h72-p-rp-mo-br100,Pavan Kumar,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocIvdGY1a1fR7M9Fox-Efq4c0nd5SFwZhauXAfj8Z58N11_o-w=w72-h72-p-rp-mo-br100,Mahesh Bolishetti,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocI6eeCyVbbT4GXX8OqyguZLZVLGjtvqhOx9ibEwJBADk2ZLDLxu=w72-h72-p-rp-mo-ba4-br100,vineel Sarikonda,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjU2h6Z9htQn69VNOCY8Fmc_bEe5V2kRXWDhrh8JGJwBTd9h4ZHG=w72-h72-p-rp-mo-br100,Vinod Kumar muntha,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjU7jD8STKA-WvPRsDYln5aJ-krZvSrM09rrdm8275nfKbxI8ijjfA=w72-h72-p-rp-mo-br100,rishika varma,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXL4uX74xPfFMYMJKOcYWWZqoqQm0t6_6Q6Tblg7ZPraRFnaCD6jA=w72-h72-p-rp-mo-ba5-br100,venkatesh bezawada,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUAB-sxd1zh51ZviZdnTXLPC8yrMym9A9cRhHNLZruT7i2rIfw=w72-h72-p-rp-mo-br100,RaMesh kuMar BanDaru,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWjecWGAYZwUYMQkahtoum4n1XrwV841kXahmcWQ6hMxcaLAR4=w72-h72-p-rp-mo-br100,Prem kumar,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjW2xMBRLjea2ftfu7Sk31_V_Nl-E7tNMAsS4IUe2YfuCsFcqhXefw=w72-h72-p-rp-mo-ba3-br100,Vinay Surya,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocLsIeykNoowhEXv5fc0Kemcy7tXVjJUOhApQ2GV4sO999DDXA=w72-h72-p-rp-mo-br100,ANEEL KUMAR,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjVowIBeRK0ZzfdOvTmc7ovWTnAZ6ihkQlRIxqkC2mRt3Z5Nwo7j=w72-h72-p-rp-mo-br100,Arun Mohapatra,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXICcw8MSjScGTS1NiU8vBwJ_btb69zP6-rw9gqnSsCduIi_fw=w72-h72-p-rp-mo-br100,Sudhir Pothula,,,,5 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXSr7-EmJnZxMZizkA_6L_LUKsnL3sbV76QDxo0RxZdNKdiw-XA=w72-h72-p-rp-mo-br100,Swetha Pai,,,,a week ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWerRWL2EzFy7FK0KmX9j_r0MPB0g-dcBshwXSWDw2pgQwVnxbX=w72-h72-p-rp-mo-br100,chinna Raja,,,,3 weeks ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUjxakTHaG-eiiIaOZhTCslQbxPVSzTBVhqaT_zQhao6_0ku1-s=w72-h72-p-rp-mo-br100,sri latha,,,,a month ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVj31QbTOZixAy1Wnih_4rSn1VoT-n-JPYKSULVwcS2VtFm9R8G8g=w72-h72-p-rp-mo-ba3-br100,Kishore yerasu,,,,a month ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKVHZmqru1B5cTJ26Rkg04EliQwlqflRgf5exg0dkKPaC-aHTQ=w72-h72-p-rp-mo-ba2-br100,Sreeraj Cp,,,,a month ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWYQqOb1zrCRZFMFHKZcnnOi04pXZ7BgOTKaEzBpWpZKJiB4K9a=w72-h72-p-rp-mo-ba2-br100,saikumar reddy,,,,2 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXZ7esYc4KtDdTbZQ7eb4hfZmbbbAFcSxaeo586VHiEtp8XUXs0aQ=w72-h72-p-rp-mo-ba4-br100,HARIHAR MEHER,,,,2 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKFH6DBi-YmP2I3xcbcY-0UUOl1_djln59MT7QwOhRP14x1Lg=w72-h72-p-rp-mo-br100,Emula Kavitha,,,,2 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjX0iR7rRPRSRxctJo0FPuEyxEDdC36Az-qRvZgMy3d_5sh9Dc-g_w=w72-h72-p-rp-mo-br100,sai kumarreedy,,,,3 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWJEHecvie9eylK8fSMvC4JU47-u9BSkdFrfJLlq2igxNsOixF-=w72-h72-p-rp-mo-br100,Ramireddy Umamahesh,,,,3 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVtqbWm_twUrwT9ihlvYmgKEPqmRRiTYxS5hNW_1J52Cl1V0fexrA=w72-h72-p-rp-mo-ba3-br100,M VIDHYA SAGAR,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJxGEk5uRIy_otOFvHGrI90praNA8MYMkQrYQwFXtM8QEq9xA=w72-h72-p-rp-mo-br100,Sridevi Dandela,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXMLW0jj3Q3tCQAuJfk8Bfg3o_ynw6FiCDW5SkdzsThSBxf4aRRLA=w72-h72-p-rp-mo-br100,Harish Borra,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjU_2mcUa4UpJUmnyJ_NbQ1ey7QLzFCHEFD7esaSgaEAXN7vHzEV=w72-h72-p-rp-mo-br100,Pavan Thorati,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVTuYWVvR7I3yePzruzBlkn0V6cbIb_f_rfkmJOq4o6g3uwCASB=w72-h72-p-rp-mo-br100,Jagadishwar Reddy,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXBZAET7tDBZI2x5p9AGSaXqcTU1He8lmq79PBQK0qaFyV9u80=w72-h72-p-rp-mo-ba2-br100,shireen banu,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocIzaf9fS-9lNxO0Lhm8nWkwCCVpsB2V7g9Zo2aSgUFNe6M_0g=w72-h72-p-rp-mo-br100,Nadipineni Hitesh,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLrITjibrf9shwS7_OaWjYT1eSKIXrXL6bo_B3r4de6urGJKxdE=w72-h72-p-rp-mo-ba3-br100,Megha Agarwal,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUaHbXLT16PlLa5hTzmptA9Dtojstl_RIi4K6lrFdOj8z0OY42m=w72-h72-p-rp-mo-br100,R V R,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLENa9wtX_95sPKK5spv2RHxdtClLrs_otK9LHQz8197HLew7E=w72-h72-p-rp-mo-br100,Satish kumar reddy Busireddy,,,,4 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKhgUFa9qNa6e0Kz7OcSkihXLF-KK7xr8CCYHnzgKki6udj6Q=w72-h72-p-rp-mo-br100,Pari Syed,,,,5 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKns1QLE7OTMZ5iE2qviULG26y_6OVxvXWZBmieKbdmqNZPdCOn=w72-h72-p-rp-mo-ba3-br100,Priyanka Rai,,,,6 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXLmQaLWPKZ6SBbU3fCytPBVeI3VFjEbNH6dEqZLD-GSqQxzZWw=w72-h72-p-rp-mo-br100,Pranay Das,,,,6 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWUyELWWAzsDxF-JoOe3SbV0JySYtEg4HhnQidAzys2MbluiaRP9A=w72-h72-p-rp-mo-ba2-br100,Surendra Babu Eeti,,,,7 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUN26TbJzVicT8lWpYyPVU17NvyhMOUMSxE7UV0NfY2Pwqg6Lox=w72-h72-p-rp-mo-br100,dandola suresh,,,,7 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocK13dOgW_DUiz8q_hg2ZuWknUaWdC51UJHL77iwZaFzWMSxSw=w72-h72-p-rp-mo-br100,Faruk ALI,,,,8 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLg-d06IPY9vGBGV3aX0oq3yE9nlkgxpmC3Ern_5T7ZBMuUkqTk=w72-h72-p-rp-mo-ba2-br100,Suhail,,,,8 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVGl4KjLoZ69UbBvEWrDXJimG1SHPc-sfUp8duP6Aqj9QnvoTuQ=w72-h72-p-rp-mo-br100,Shrikant Patel,,,,8 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-355493   ) on …"
https://lh3.googleusercontent.com/a/ACg8ocK5G_q78b-jQBfDn6HsoXpPMl-6Bv4LC3eETdkCXyDW7PfpJBo=w72-h72-p-rp-mo-ba4-br100,A. R. P,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-343795   ) on …"
https://lh3.googleusercontent.com/a-/ALV-UjU5TCTimh8QSKzCDowGVYW_SsL0ySPyeZBRnLH9RKDqi3vlE8lU=w72-h72-p-rp-mo-br100,Vm Shiva,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-341557) on …"
https://lh3.googleusercontent.com/a-/ALV-UjVmfD9xbRBEVRiKYYDVPqUmmw2iNEE88uODN3Q_a7-oYd8e_lI-=w72-h72-p-rp-mo-ba2-br100,shiva krishna matam,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-339119) on …"
https://lh3.googleusercontent.com/a-/ALV-UjUA4ejdqfRchkBCCgw74E_aDl640I-iClWInFW1ZlQMUr21yzNH=w72-h72-p-rp-mo-br100,Anil karri,,,,10 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-333270) on …"
https://lh3.googleusercontent.com/a-/ALV-UjWaSyBkmB2el12tLah6orjdlZbLYcPVrZnM4DmaDBBTbOZ5hOvt=w72-h72-p-rp-mo-ba6-br100,Krishna Vamsi,,,,11 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -()ZLCT-322657 on …"
https://lh3.googleusercontent.com/a-/ALV-UjXfeN9L-5HI4I0p7odfZ29_I64MgWEpPMw6lsg6Tmp8lHG9JA=w72-h72-p-rp-mo-ba3-br100,Rahim Shaik,,,,11 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-316381) on …"
https://lh3.googleusercontent.com/a/ACg8ocLRLXJc_yault-kQvyyh_g2aRv8O6SGVn9xtfM2NH3PKMVtow=w72-h72-p-rp-mo-br100,Milind Kamboj,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-314553) on …"
https://lh3.googleusercontent.com/a-/ALV-UjVFuCOmXyzrgv3at8dla2fTk7nDh9fFIXTTRKEqdy-nqouvjWo2=w72-h72-p-rp-mo-br100,Prasad TJ,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-313174) on …"
https://lh3.googleusercontent.com/a-/ALV-UjW0fT8gCbgP1mtTPLlsk70ZlKZlKH6C-4lrSZJd1jbkIHpidvLqRg=w72-h72-p-rp-mo-ba3-br100,santosh Jayachandran,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -()ZLCT-299923 on …"
https://lh3.googleusercontent.com/a-/ALV-UjW5Pmpimr-hlXfT_G9oEbmeWIN1qhPfbnXYRPHhnE63aQ6d8UgE=w72-h72-p-rp-mo-br100,Debasish Nayak,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-271909) on …"
https://lh3.googleusercontent.com/a/ACg8ocJ1g_Dc9fZUy27U1a7nA8FReuJchZa5MBgKvt1CHs2C0EDmrtdB=w72-h72-p-rp-mo-br100,swetha chintala,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-267597) on …"
https://lh3.googleusercontent.com/a-/ALV-UjVIbjio7OVBnq9NKFQ_JtUfmWpUBM8fQFSf4UiUP5YfOqnRlpky=w72-h72-p-rp-mo-br100,ambati koushik,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-265031) on …"
https://lh3.googleusercontent.com/a/ACg8ocK60m1irIKiKIqIU2Clb6zPcfCK5RhjbBtcSXA571LnygJ3tw=w72-h72-p-rp-mo-br100,shanmukha malla,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-261487) on …"
https://lh3.googleusercontent.com/a-/ALV-UjUxqWEssMQjnXNvrhxMm4haKkuSYYfOnVqDvo6o3Xk0lPt4AuXW=w72-h72-p-rp-mo-br100,chaitanya krishna,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-260416) on …"
