Name,Review_Date,Review,Owner_Response,Response_Date,Response
Vashu Kumar,a year ago,"After watching this, it's your choice 🤷‍♀️ …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-258982) on …"
Pravin Vijayan,a year ago,The service is very slow even after complaints.. I had to wait for bill for more than 20 mins. I value time so I will not visit again,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
sammit mandlik,2 years ago,"Really limited options.
Food looks stale and place dnt share good vibes.
Not worthy enough.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ritvika Naidu,3 years ago,"Their service is good but the food not worth

I have had better food",Response from the owner,3 years ago,"Dear Guest,
Thank you for the review, we are sorry to hear that you didn't have a great experience while dining with us. If you could email us at biju@absolute-barbecue.com …"
Anand J,a year ago,"Very poor service and poor quality food.
Totally not satisfied.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
SAHARSH GUPTA,2 years ago,Worst Food with no taste at all. Absolutely not worth it.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Hasan Haider,4 years ago,The booking service is a mess. There is no coordination between the booking staff and the Powai outlet. They rejected me after confirming with me my booking. Will never think of visiting.,,,
Sunil,2 years ago,Worst management. Didn't give place for more than an hour. Food was also bad. Will never visit again,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ranjit Dey,5 years ago,Powai restaurant are well established. Please give me roads map from nahur(e) to Powai,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
H K,2 years ago,Absolute Barbecues = absolute waste of time and money. Nowhere near to BBQ. Chaotic & noisy environment. Cold starters. Main course big disappointment.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
ali firdous,3 years ago,it was the worst we have been dey took are booking n den gave are table to someone else dis was carb ..,,,
Rumit Mehta,2 years ago,One of the worst AB's I have ever visited.. Taste was pathetic..,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Raghu Singh,4 years ago,Very bad experience..the taste was not as expected. Fake curly tales marketing ☹️☹️,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
ravindra chorage,2 years ago,"Quality of food very low, same of product not given by hotel.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
AKSA MOBILE CENTER,10 months ago,This Service it's too Bad waste of money,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-334655) on …"
Shubh Mehta,3 years ago,"Worst Experience Ever, Not Good For Veg, Waste Of Money, Poor Servicing And Third Class Staff",,,
rahul parbalkar,2 years ago,No tastey food. Non veg doesn't have good taste.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Marzouq Shaikh,3 years ago,"Pre made reservations are not honoured, if you're used to service with a smile, you wont be able to tolerate this place",,,
SANDEEP KUMAR PAUL,4 years ago,Very very poor service but lots of variety. Waiter turns into argument that it takes time even Captain do the same.,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Devang Tanna,3 years ago,Not good vegetarian options. Food not good quality. Service also slow,,,
Sharvari S Gupte,2 years ago,"Worst Experience, food was tasteless and roti were as hard as rubber",,,
Aagam Doshi,2 years ago,"Pathetic quality of food and service
Found dead cockroach in food and in the dining area",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vinod Dsouza,2 years ago,"One of the worst experience. Service is pathetic, very limited variety.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
ujwal poojary,a year ago,"worst quality food  , not worth the hype",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohammed Patel,3 years ago,"Pathetic service, zero on CSR
Needs some coaching on time management.",,,
Salil Sawant,3 years ago,Food not that great as compare to Barbeque Nation and even service is worst.,,,
Siddhesh Shivraj,3 years ago,Worst place ever for a buffet experience. Claustrophobic space as well.,,,
Trent Rodrigues,3 years ago,"Horrible and rude service, searching for a rating below 1 star",,,
RAMYA Nagendra,6 months ago,Awesome,,,
Saurabh Kumar,2 years ago,Not so good. Barbecue nation is the place to go!,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Satish Borage,4 years ago,This is only for the service. Can't handle larger bookings,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Reshma Bilal,4 years ago,It's like a fish market! Bad food,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
nawaab Qureshi,10 months ago,Not good,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-327276) on …"
Phanindra P,2 years ago,Worst service and worst  food &recycled food.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shashank shah,2 years ago,Food quality was not good,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kiran Brajwal,a year ago,very bed service and food,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Dipak Ghuge,2 years ago,Not worthy for veg people,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kavita Khanna,2 years ago,Bad service...bad food,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Prashant Barghare,2 years ago,very poor quality.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manjeet Kaur,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mandar Rane,a year ago,Not so good,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Hitesh Lalwani,4 years ago,Bad service,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Siraz Rana,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Samith S,4 years ago,Not worth it.,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
himank Raja,6 months ago,mahroni,,,
Asmita Choudhari,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
SITARAM TOTRE,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Heman Shah,a year ago,,,,
Swapnil Teli,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Rahul suresh Sodal,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
SISODIA BHAVIKA,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Hubert Soares,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Alaukik Varma,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Subhadeep guha,2 years ago,,,,
Ponambalam Moorthy,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jagdishh M Essaky,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manish Belani,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chandan Rege,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Payal Dash,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sanket Dhundre,3 months ago,,,,
Keshav Kapoor,5 months ago,,,,
Sagar Gawai,6 months ago,,,,
Subrata Devnath,6 months ago,,,,
Siddhant Sarkar,6 months ago,,,,
PRANAV Gaikwad,8 months ago,,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-354040    ) on …"
kalpesh mehta,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(   ZLCT-343764  ) on …"
Veena Jain,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-338208) on …"
Sandeep Shukla,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-323808) on …"
Kalpesh Bhosale,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-319885) on …"
deepesh kumar agrawal,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-318550) on …"
Shalini Saraswat,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-315940) on …"
Rohit Kumar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-287916) on …"
Rishabh Agnihotri,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-279228) on …"
Flora Dias,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-258572) on …"
tushar mhatre,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Dinesh Solanki,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Md samar iqbal,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mihir Pagare,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohd Mushtafa Teli,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Palash Wani,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Aabha Datta,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Prasann Koli,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Niraj Keshri,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Namrata Jobanputra,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Devang Solanki,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vipul Kokate,2 years ago,,Response from the owner,2 years ago,"As per your valuable review, we really apologize for the inconvenience caused. Could you please share your contact details on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution as you are our precious customer?"
AARON ABRAHAM,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Indrani Krishna,2 years ago,,,,
Ruparani Hankare,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
dharmesh talekar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ashutosh Raina,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Irfan Shaikh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
surajsingh karira,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sujay Parab,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Dip Dipesh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shoaib saudagar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Amol Ambekar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kenny Kurian,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Alfiya Patel,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Hormaz Fatakia,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mayur Dinde,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Prachi Lakhotia,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Tarun Baliga,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Santosh Raj,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
ALI “Qari” HAIDERY,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Manoj Sahu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Dipak Rajput,2 years ago,,,,
RV Tat,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Gaurav Dedhia,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arun Singh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
swapnil joshi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shrikant Karpur,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Tammu,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sunil raheja,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhishek Tripathi,3 years ago,,,,
Rubean Massey,3 years ago,,,,
satish kumar,3 years ago,,,,
Faisal Memon,3 years ago,,,,
bharat das,3 years ago,,,,
pooja shandilya,3 years ago,,,,
Harsh Mehta,3 years ago,,,,
chris dsouza,3 years ago,,,,
Irfan Shaikh,3 years ago,,,,
Shubham Pawar,3 years ago,,,,
Rev M,3 years ago,,,,
meghna shrivastav,3 years ago,,,,
Sameer Dhasal,3 years ago,,,,
Swapnali Chougule,3 years ago,,,,
Rumita Biswas,3 years ago,,,,
Praful Raula,3 years ago,,,,
devanshi khanna,3 years ago,,,,
Pranay Bhow,3 years ago,,,,
Pranay Bhow,3 years ago,,,,
Bhaiyasaheb Sonawane,3 years ago,,,,
Prajit Singh,3 years ago,,,,
Mayur Agarwal,4 years ago,,Response from the owner,3 years ago,"Dear Guest,

Thank you for the review, we are sorry to hear that you didn't have a great …"
Nitesh Gawade,4 years ago,,,,
sourabh jain,4 years ago,,,,
Shraddha Vanikar,4 years ago,,,,
muralidhar mv,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
ayushi chaturvedi,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Tia D'Souza,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
siddhi narkar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
muralidhar mv,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused.

We are indeed concerned with the area of improvement pointed out & would like to connect and take a further download from you which will help us to serve you better.

Kindly share your name & Contact information with auditandrecovery@absolute-barbecue.com. We shall connect in no time and assist you with the issue raised.

Regards

Team AB's"
ayushi chaturvedi,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused.

We are indeed concerned with the area of improvement pointed out & would like to connect and take a further download from you which will help us to serve you better.

Kindly share your name & Contact information with auditandrecovery@absolute-barbecue.com. We shall connect in no time and assist you with the issue raised.

Regards

Team AB's"
MAHESWAR BISWAS,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Dhirendra Nag,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
sumedh bahadure,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Shab Rani,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
amrutraj kulkarni,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
debabrata chowdhury,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
raghavendra shet,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
deepak Raj,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Parshant Arora,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Shantanu Maskeri,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Prasanna Gaokar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Ashish Vinod Tiwari,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Shwetha Rao,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Amreen Khan,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Priyanka Sao,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Darryl Pereira,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Gomathi Iyer,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Harshad Kamble,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Rishabh Arya,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
minaz lakhani,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
BT Wild Art,6 months ago,"2 stars, hardly found any difference from BBQ nation and this place. It seems to copy paste the original one. Food menu, ambiance everything is the same

The only difference was that it was a reasonable deal with drinks for large bookings.

In veg, a variety of starters were ditto, chilka cheeze aloo, grill paneer, mashroom etc and dinner items were just routine and some varieties of desserts

The worst part about the place is they were unable to manage the temperature. In this hot weather cooling was a big issue especially when it was crowded

Further, for drinks it was taking almost 20 min to make even if u order just 30 ml whisky and longer time of mix drinks. Reason being one or two people managing the counter for more than 100 people",,,
Ritesh Mhatre,2 years ago,This place has downgraded the quality this time i Visited there was lot of crowd the fish in the starter jad no flavours and prawns were also not seasoned jalebi was too sweet chicken tangadi was fully raw from inside we have to return it. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
govind gupta,a year ago,"So I'm visited this restaurant cause of lots of hipe. Did you think this is the best restaurant ?
I don't think so. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Aditya Naik,4 years ago,"Nice place for family and friends..

The staff is polite and responsive. …",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Somya Babel,4 months ago,We visited AB's on Sunday and it was an unpleasant experience.  They do have a great variety but the food preparation is mediocre. It was overly crowded so the place was a mess and the management was poor. The taste of the food was below …,,,
vikas nigam,4 months ago,"The place was crowded on Sunday, could easily see it was understaffed and lacked in on time service, they kept forgetting our requests for water, rotis/naans etc. Ultimately we got whatever we requested after reminding the staff atleast 2-3 …",,,
Shaikh Danish,2 years ago,Please add some taste to your food also please add somemore items to your nonveg main course it was very limited and fruit was not fresh at all staff is good but it was disappointing as I had very hopes …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Saurabh Dixit,3 years ago,BBQ Nation offers much better option & hospitality  in the same price range. The food quality was not upto the mark.,,,
Dhiraj Khatri,6 months ago,"The food is bland and tasteless. They offer a huge variety, but none of it is good, be it main course/starter.
Also, AC vents are not functional at all the tables, It felt incredibly hot and …",,,
arjun singh,2 years ago,"If you start comparing them with others like sigri or barbeque nation you will be disappointed, less variety of starters , they will load you with fish and prawns and no chicken or mutton starters , veg variety also is not that great , they …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rishi Patel,2 years ago,The taste was not good as expected for both veg and non-veg. At the end I have ate only pastry and icecream. It was not worth it. Go for other restaurants or bbq,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
behigh,7 months ago,"Service ** (very much delay in serving, half of the starters weren't even served to us until we asked for it, didn't restock the starters as they were doing it for other tables), …",,,
Dominic Thomas,2 months ago,There was a lot of variety but the taste was not up to the mark. It reminded me of a mall's food court. The price was too high for the food severed.,,,
Omkar Bhosle,6 months ago,"Had a dinner with my friends once on a  Weekend. Worst experience, especially in the night time. After some time you have no choice in barbeque, only fish remains rest takes lot of time. Literally had to shout and tell for someone to attend …",,,
Dr V,4 months ago,"Not worth the money,salty and tastless non veg food
Very few veg dishes",,,
Nitin Sahu,a year ago,"I went at ABs on a Tuesday and had VEG food,
Ambience- Good, however place was a little small.
Food Taste - Veg food was very average in taste and not exactly value for money, …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Aniketh Nayak,a year ago,"Every single barbeque item be it chicken, prawns, tangdi kabab had same taste and a bit spicy. It was all prepared in same masala.
0.000% deviation. They can easily get Six sigma certificate for this. Even …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Priya Mishra,a year ago,We visited this place for office dinner with 30 people. I would say with so much of charges food option and quality both was average. Veg starters have very limited options and not even felt fresh especially panner. Even non veg people were …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kunal Vanjare,a year ago,"Mediocre food at best. Service was haphazard. The place was loud, with one group of people inexplicably choosing to dance in a buffet restaurant! Even the spread wasn't great. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Shivasubramanian Achari,a year ago,"Service poor, food average, ordered roti the guy went after taking order and order came after 40 minutes also we were large group table was bit messy with plates I asked guys to clear up the used plates barbecue etc nobody came until we …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ruuhdaar,3 years ago,Service is poor. Very less option for vegetarians. U hv beg to refill.  Birthday celebration was good,,,
