Name,Review_Date,Review,Owner_Response,Response_Date,Response
Sathish Thalla,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
holy crap,a year ago,,,,
Madri stephen babu,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Karteek Rockstar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Pavan Kumar,a year ago,,,,
sreenivasulu yendrakaya,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
nanduri nitish,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Neha Sheela,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
harish adapa,a year ago,,,,
Praveen Uppala,4 years ago,Picha lite food,,,
Sreevastav Reddy Gajjala,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
sivangi sadhana kabi,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ankitha Goud,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Rama Lakshman,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
niharikareddy bokka,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Aak Naser,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
sridevi singamsetty,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Charan Sagar G,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
anurag aj,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
gayatri prattipati,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Patan Sameer Khan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arnab Chakraborty,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
aswini Paturi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
B Hema,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Merugu Vyomkesh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Pulipaka Manjusha,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Eshwar Kandari,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
CHEREDDY ADIKESHAVAREDDY,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vasantha V,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
K_ Ajani,2 years ago,,,,
Goutham Kandukuri,2 years ago,,,,
Venkata Ranga Reddy Nemalidinne,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sai raghunath,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jagadeesh Kona,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
dereddy reddy,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kishore Avvs,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ganesh Chakravarthy,2 years ago,,,,
vinod kumar,2 years ago,,,,
Syama Sanjay,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Nottyy faiz,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
syed abdul aziz,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jeevan Reddy,2 years ago,,,,
Naren Kallakuri,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Diksha Venkata,a month ago,,,,
fazil quadri syed,2 months ago,,,,
Chowdary,3 months ago,,,,
BITRA Rajkumar,4 months ago,,,,
sudhakar bandreddi,4 months ago,,,,
Lokesh Puppala,4 months ago,,,,
vekat j,4 months ago,,,,
ourfamilyyoutube Family,6 months ago,,,,
Nithin,6 months ago,,,,
Vasavi Vasu,6 months ago,,,,
Minnu Sweety,6 months ago,,,,
Gvn Reddy,6 months ago,,,,
pavan kumar,6 months ago,,,,
AKHIL PULAVARTHY,7 months ago,,,,
harsha pamidi,7 months ago,,,,
Srikanth Manchana,8 months ago,,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-354324   ) on …"
Ravi Teja,8 months ago,,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-348229) on …"
revanth katta,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-346269) on …"
srinadhareddy syamala,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-344365    ) on …"
Akhil Reddy,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-342518) on …"
Paresh Aggarwal,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-340606) on …"
Shravan Meesam,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-336335) on …"
Asra Fatima,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-330916() on …"
Venkat Akula,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-324011) on …"
SNEHA HALDER,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -ZLCT-323345() on …"
prabhat singh,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-319194) on …"
Lohith Kolla,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -() ZLCT-318510on …"
Ravi Teja T,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-318482) on …"
Avinash Killamsetty,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-310226) on …"
Hanu koloy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-308626) on …"
Venkatesh Reddy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -()ZLCT-303786 on …"
Venky Naidu,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-302755) on …"
Dikonda Akshay,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-289840) on …"
Amar Kotte,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-284010) on …"
amala sriram,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-281094) on …"
Aditya Kumar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-277693) on …"
Harish Achari,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-274628) on …"
Hemanth,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272851) on …"
Harpreet Kaur,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272852) on …"
manmeet kaur,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273125) on …"
Amu K,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273100) on …"
Pushparaju Chukka,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273101) on …"
Sucharitha Reddy Kancharla,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273085) on …"
Totan Das,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272965) on …"
sai kalyan,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272876) on …"
Ramkrishan Bhatt,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272877) on …"
Sasi Rekha,a year ago,,,,
venkata maruthi sannayila,a year ago,,,,
shafia maryam,a year ago,,,,
Abhishek,a year ago,,,,
VISHAL GOUD,a year ago,,,,
Kothuru Akhil,a year ago,,,,
shiva kumar kendyala,a year ago,,,,
AP Srinivas,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
shailender shailu,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
lanka charan ram naresh,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mallika Tarannum shaik,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Abdul saquib,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohammed Abdul Khaled,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
nagaraj Goli,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
rajiv chinna,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
SYED NOOR,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Rakesh Ragamsetty,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sri Davu,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sirisha Pothamraju,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohd Aqib Ali,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
molugu mani,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
abdul mohammed,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Saikumar aparaja,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Shreethi Srirama,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
BHJBharadwaj T,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Pranakrushna Patnaik,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ram Muniganti,2 years ago,,,,
vamshi krishna,2 years ago,,,,
chandan goka,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Narayana M,2 years ago,,,,
Keerthi Kks418,2 years ago,,,,
divya reddy,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Prem,2 years ago,,,,
Uday Naresh,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
murali mohan,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Anand Kumar,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Uday Kumar Jana,2 years ago,,,,
rajyalaxmi goli,2 years ago,,,,
Santoshi Jena,2 years ago,,,,
Srikanth E,2 years ago,,,,
Eswarchand Chejarla,2 years ago,,,,
D Visweswar rao DVR,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
rangarao unnam,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Goutham,2 years ago,,,,
Kiran Kumar Cheruku,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
javeed syed,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sri kanth,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sree P,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shiri,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
don varma,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
chintala srinivas,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Wiz khalifa,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
hemasekhar reddy gangavaram,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Apurba Rath,2 years ago,,,,
Ganesh patil,2 years ago,,,,
Bhanu Anil A,2 years ago,,,,
vineeth s,2 years ago,,,,
Venkatesh Gorantla,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
SHAIK KAREEM,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Guru prasad Thammisetty,2 years ago,,,,
sai kumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
lohith alagapalli,2 years ago,,,,
Humnabad Saru,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Srikanth Reddy,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mudagani Sudhamsh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
vishal durseti,2 years ago,,,,
mani sai,2 years ago,,,,
syed feroz,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shiva Reddy,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rini Rinu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shiva Charan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ramu Chilakamarri,3 years ago,,,,
Venkateswar Rao Ganta,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
shivnath patil,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
dinesh nitin,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Hem Chand,3 years ago,,Response from the owner,3 years ago,"Hi Hem chand,

Thanks for taking the time to share your experience also Thank you for your …"
soumya madaka,3 years ago,,,,
Aditya Rai,3 years ago,,Response from the owner,3 years ago,"""Hi, Aditya Rai,

We regret the inconveniences you have faced and request you to share your …"
Nandita Singh,3 years ago,,Response from the owner,3 years ago,"""Hi, Nandita Singh,

We regret the inconveniences you have faced and request you to share your …"
sweta papa,3 years ago,,,,
rahul roy,3 years ago,,,,
harshith goud,4 years ago,,,,
Abhijit “AKB” B,4 years ago,,,,
Ranjith Kumar,a year ago,"Actually i visited AB's long back..,  after a long time again i got a chance to visit AB's. We had a team lunch. But I was completely disappointed. Why because on my last visit I had different types of starters, main course and desserts. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-272943) on …"
Maharshi Teja,2 years ago,"For once who have not experienced the buffet it’s fine to have it. Food was fine but not that’s great to go for second time. All the items of BBQ tastes similar. For starter they serve non veg and veg there will be fish, prawns, crispy …",Response from the owner,2 years ago,"As per your valuable review regarding the food quality and taste, we really apologize for the inconvenience caused. Could you please share your contact details on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution as you are our precious customer?"
Ravi Teja,4 years ago,"Well well, i have been visiting Ab's since it's  launch, very disappointed with the way its heading. …",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
A VAMSI,a year ago,"Starters and the main course food is not at all hot and drinks are not included in the pack, they charge extra for mocktails and soft drinks
In starters fish is not that delicious. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-301493) on …"
Ashwin Elpula,5 months ago,"Cons:
Chicken was pink and undercooked which is considered as health violation.
No chilli chicken or chicken manchurian at grill section counter. …",Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-366355    ) on …"
Krishna DSG,a year ago,"We never expect this, before coming here. It is not AB's, it is AF's, Absolute Failure's as far as both food menu and taste is concern. I don't think this is what AB's meant to be. I got fooled by fake publicity. Also got embarrassed with …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Churchil Dakhole,2 years ago,Taste is not that good ambience and other thing is also not so good though service is good .,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Neha Somani,7 years ago,This was my first visit to jubilee hills branch. Food wise no complaints.. food is as great as any other Ab's... But compared to gachibowli this Ab's ambiance is very dull.. toilets were extremely dirty & smelly.. staff was good but I felt …,Response from the owner,7 years ago,"Hello Neha Rathi

We sincerely apologies for the inconvenience. We are indeed concerned on the …"
VK,2 years ago,"The Ambience is changed completely and it's not like earlier days, has become worst. See detailed info below: …",,,
mustafa khan patan,3 years ago,Been to AB's expected same here but was not that Gr8. Service by the servers was good except this everything was not ok,,,
Ravi Teja,3 years ago,Had a bad experience here. No one were taking care of our table. When asked we were told because of the unexpected crowd they are not able to handle all tables properly. Poor service. We aksed for spoons and glasses which are the basics but we got it after 45 min. Not satisfied.,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Jaikanth Reddy,a year ago,Food used to be nice once. But now the quality has declined. Ambiance is just nice. Only one thing that this restaurant scores above is service. Staff is superb and their way of handling guests is impeccable. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273055) on …"
Vishnuvardhan Mandala,7 months ago,"We are Vegetarian & early birds- mainfood is good rice items etc.
But remaining all are diluted. Sweets,starter, etc-(like  more water in milk)",,,
Premalatha J,11 months ago,"Food is average or ok.
But service is worst you will not have any dedicated service associate to said section. You have literally ask again and again for 10-15 minutes than they will …",Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-322821) on …"
Shagun Sharma,a year ago,Food quality is not maintained properly. Food always tastes different in every other branch. Quality has dropped drastically since its opening. …,,,
Lakshmi Aparna,5 years ago,"The food is not tasty at all.
No options and varities.
Drinks not complementary. …",,,
sandeep gattu,5 years ago,"Not much  varities, No comparison with Abs, ok ok food.",,,
Nishant Dsouza,10 months ago,"I've visited nearly all the ABs, but lately, their growing popularity seems to impact their performance. It's getting quite crowded, to the point where walking is a challenge. During a team lunch, we noticed a decline in service; everyone …",Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-336721) on …"
Nitin Vemula,a year ago,"Visited here on Sunday Aug(6),Place is so congested,
no free space even on table I mean tables are arranged very next to one other that we can’t even move our hands freely while seated next other table. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-278020) on …"
PRADEEP M R,a year ago,15 people and 3 children made up our group that visited the location after 2 PM. We had initially run into trouble with the valet parking service. It's chaos in the parking lot since there aren't enough valets to handle the cars. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-273067) on …"
